product_name,image_name,status,copied_file
Saurbhi Urid Gota White 5kg,saurbhi-urid-whole-white-gota-1kg,Success,Saurbhi Urid Gota White 5kg.png
Saurbhi Vegetable Oil 20l,saurbhi-vegetable-oil-5ltr,Success,Saurbhi Vegetable Oil 20l.png
Schweppes Soda Water 1.1 L,schweppes-soda-water-11l-1706240707_thumb,Failed - No matching file found,None
Scourer Round Steel Wire pk2,scourer-round-steel-wire-pk2-1693373274,Success,Scourer Round Steel Wire pk2.jpg
Scourer Stainless Steel 2pk,stainless-steel-tongue-cleaner-1694164978,Success,Scourer Stainless Steel 2pk.jpg
Scourer Steel Wool 1pc,scourer-steel-wool-3pck-1659000425,Success,Scourer Steel Wool 1pc.png
Sensodyne Fresh Gel 150G,sensodyne-fresh-gel-150g-1693377836,Success,Sensodyne Fresh Gel 150G.png
Shan Carrot Pickle 300g,SHAN_CARROT_PICKLE_300GMS,Success,Shan Carrot Pickle 300g.jpg
Shan Fruit Chaat 100g,shan-fruit-chaat,Success,Shan Fruit Chaat 100g.jpg
Shan Garlic Pickle 320g,shan-pickle-garlic-320g-1628530208,Success,Shan Garlic Pickle 320g.png
Shan Hyderabadi Pickle 300g,shan-pickle-hyderabadi-300g_thumb,Failed - No matching file found,None
Shan Karahi 50g,miracle-m-manchurian-chings-50g-1629402021,Success,Shan Karahi 50g.png
Shan Lemon Pickle 320g,SHAN_LEMON_PICKLE_320GMS,Success,Shan Lemon Pickle 320g.jpg
Shan Mango Pickle 1kg,MANGO_PICKLE_1KG_SHAN,Success,Shan Mango Pickle 1kg.jpg
Shan Mango Pickle 300g,shan-pickle-mango-300g,Success,Shan Mango Pickle 300g.png
Shan Mixed Pickle 1kg,MIX_PICKLE_1KG_SHAN,Success,Shan Mixed Pickle 1kg.jpg
Shan Mixed Pickle 300g,SHAN_MIXED_PICKLE_300G,Success,Shan Mixed Pickle 300g.jpg
Shan Punjabi Pickle 1 kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
Shan R amp S Mix Achar Masala 100g,shan-r-amp-s-mix-meat-masala-100g-1659336664_thumb,Failed - No matching file found,None
Shan R amp S Mix Bombay Biryani 60g,shan-r-amp-s-mix-bombay-biryani-60g-1659335785_thumb,Failed - No matching file found,None
Shan R amp S Mix Chaat Masala 100g,shan-r-amp-s-mix-chaat-masala-100g-1659335961,Success,Shan R amp S Mix Chaat Masala 100g.jpg
Shan R amp S Mix Chicken Malay Biryani,SHAN_CHICKEN_BIRYANI_MIX_60GM,Success,Shan R amp S Mix Chicken Malay Biryani.jpg
Shan R amp S Mix Chicken Tikka 50g,shan-r-amp-s-mix-butter-chicken-50g-1659335878,Success,Shan R amp S Mix Chicken Tikka 50g.jpg
Shan R amp S Mix Chicken White Korma 40,OASIS_KHAAS_MIX_227G_JAR,Success,Shan R amp S Mix Chicken White Korma 40.jpg
Shan R amp S Mix Dahi Bara Chat 50g,shan-r-amp-s-mix-dahi-bara-chat-50g-1659336112,Success,Shan R amp S Mix Dahi Bara Chat 50g.jpg
Shan R amp S Mix Fruit Chat 60g,ready-to-eat-chicken-curry-mix-80gm-1659352263_thumb,Failed - No matching file found,None
Shan R amp S Mix Lahori Fish 100g,shan-r-amp-s-mix-lahori-fish-100g-1659336608,Success,Shan R amp S Mix Lahori Fish 100g.jpg
Shan R amp S Mix Seekh Kebab 50g,ready-to-eat-chicken-curry-mix-80gm-1659352263_thumb,Failed - No matching file found,None
Shan R amp S Mix Zaiqedaar Raita 40g,OASIS_KHAAS_MIX_227G_JAR,Success,Shan R amp S Mix Zaiqedaar Raita 40g.jpg
Shan R amp S Mix Palak Paneer 100gm,charoli-100gm-saurbhi,Success,Shan R amp S Mix Palak Paneer 100gm.jpg
Sharmas Kitchen Besan Laddoo 500g,sharmas-kitchen-besan-laddoo-500g-1695008502,Success,Sharmas Kitchen Besan Laddoo 500g.jpg
Sharmas Kitchen Gajar Halwa 350g,sharmas-kitchen-gajar-halwa-400g,Success,Sharmas Kitchen Gajar Halwa 350g.jpg
Sharmas Kitchen Moong Dahl Halwa 350g,BIKANO_MOONG_DAL_150G,Success,Sharmas Kitchen Moong Dahl Halwa 350g.jpg
Sharmas Kitchen Motichoor Ladoo 500g,MEHAR_PISTA_COOKIES_500G,Success,Sharmas Kitchen Motichoor Ladoo 500g.png
Sharmas Kitchen Rabadi Kheer 350g,larich-katta-sambol-hot-chilli-tuna-mix-350g_thumb,Failed - No matching file found,None
Sharmas Kitchen Shrikhand Kesar 500g,MEHAR_PISTA_COOKIES_500G,Success,Sharmas Kitchen Shrikhand Kesar 500g.png
Sharmas Kitchen Shrikhand Mango 500g,mango-bar-green_thumb,Failed - No matching file found,None
SHREE HEXA CAMPHOR INCENSE STICKS 20,toffee-20-1705878279,Success,SHREE HEXA CAMPHOR INCENSE STICKS 20.jpg
SHREE HEXA JASMINE INCENSE STICKS 20,toffee-20-1705878279,Success,SHREE HEXA JASMINE INCENSE STICKS 20.jpg
SHREE HEXA KEWDA INCENSE STICKS,sai-shree-rose-amp-almond-lassi-1639465019_thumb,Failed - No matching file found,None
SHREE HEXA LAVENDER INCENSE STICKS 20,toffee-20-1705878279,Success,SHREE HEXA LAVENDER INCENSE STICKS 20.jpg
SHREE HEXA LOBAN INCENSE STICKS 20,toffee-20-1705878279,Success,SHREE HEXA LOBAN INCENSE STICKS 20.jpg
SHREE HEXA MOGRA INCENSE STICKS 20,toffee-20-1705878279,Success,SHREE HEXA MOGRA INCENSE STICKS 20.jpg
SHREE HEXA NAG CHAMPA INCENSE STICKS,nag-champa-agarbatti-40g,Success,SHREE HEXA NAG CHAMPA INCENSE STICKS.png
SHREE HEXA NIGHT QUEEN INCENSE STICKS 20,toffee-20-1705878279,Success,SHREE HEXA NIGHT QUEEN INCENSE STICKS 20.jpg
SHREE HEXA OM INCENSE STICKS 20,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
SHREE HEXA ROLYALE ROSE INCENSE STICKS 2,chunari-no-2-1660282313,Success,SHREE HEXA ROLYALE ROSE INCENSE STICKS 2.jpg
SHREE HEXA SANDALO INCENSE STICKS 20,toffee-20-1705878279,Success,SHREE HEXA SANDALO INCENSE STICKS 20.jpg
SHREE HEXA WHITE MUSK INCENSE STICKS 20,toffee-20-1705878279,Success,SHREE HEXA WHITE MUSK INCENSE STICKS 20.jpg
SHREE HEXA WHITE SAGE INCENSE STICKS 20,toffee-20-1705878279,Success,SHREE HEXA WHITE SAGE INCENSE STICKS 20.jpg
Shree Ji Rajgira Chiki Bar70gm,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Shree Ji Rajgira Laddu 200g,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Shree Ji Rajgira Peanut Chikki Bar 20gm,mango-bar-green_thumb,Failed - No matching file found,None
Shriji Cham Cham 6 pcs,hem-mogra-6-pack-1697865249_thumb,Failed - No matching file found,None
Shriji Gulab Jamun 1 kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
Shriji Kaju Katli 250 gm,sultanas-green-200-gm-1660201968_thumb,Failed - No matching file found,None
Shriji Kala Jamun 1 kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
Shriji Milk Cake 250 Gm,besan-flourcoarse-900-gm-1659010366,Success,Shriji Milk Cake 250 Gm.jpg
Shriji Mix Sweet pcs,kaju-mix-gift-pack-400gm_thumb,Failed - No matching file found,None
Shriji Rasgulaa 1 kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
Shuddh Butterscotch Icecream 150 ml,white-king-lemon-toilet-gel-cleanser-700-ml-1685180065,Success,Shuddh Butterscotch Icecream 150 ml.jpg
Shuddh Tuti Fruttiy Icecream 150 ml,SHUDDH_TUTTI_FRUITY_ICE_CREAM_150ML,Success,Shuddh Tuti Fruttiy Icecream 150 ml.png
Shuddh Mango Icecream 150 ml,patanjali-aloe-vera-gel-150-ml-1687408232_thumb,Failed - No matching file found,None
Shuddh Mango Lassi 300ml,shuddh-mango-lassi-300ml,Success,Shuddh Mango Lassi 300ml.jpg
Shuddh Paan Ice Cream 1 ltr,shuddh-paan-ice-cream-1-ltr,Success,Shuddh Paan Ice Cream 1 ltr.jpg
Shuddh Rasmalai 1kg,tata-tea-premium-1kg-1704842274_thumb,Failed - No matching file found,None
Shuddh Tutti Frutti Ice Cream 1 Ltr,shuddh-tutti-frutti-ice-cream-1-ltr,Success,Shuddh Tutti Frutti Ice Cream 1 Ltr.jpg
Shuddh Yoghurt 2kg,shuddh-yoghurt-2kg-1694236450_thumb,Failed - No matching file found,None
Silver Coin 10g 1pc,candels-hbd-silver-colour-1685182618,Success,Silver Coin 10g 1pc.jpg
Silver Coin 20g 1pc,kinder-joy-pink-20g-1707178501,Success,Silver Coin 20g 1pc.jpg
Sita Ram Aloo w/o onion and garlic,garlic,Failed - Error: [Errno 2] No such file or directory: 'final_images/Sita Ram Aloo w/o onion and garlic.png',None
Sita Ram Bhature 300 gm,besan-flourcoarse-900-gm-1659010366,Success,Sita Ram Bhature 300 gm.jpg
Sita Ram Child with Onion,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Sita Ram Dal Makhni 300 ml,patanjali-aloe-vera-gel-150-ml-1687408232_thumb,Failed - No matching file found,None
SKS Mysurpa 200g,KARACHI_OATS_amp_RAISINS_COOKIES_200G,Success,SKS Mysurpa 200g.jpg
Sleek Hot Wax 600 G,pattu-cloves-whole-50-g-1686029858_thumb,Failed - No matching file found,None
Smooth Honey Waxing Strips 1pk,DABUR_HONEY_50GM,Success,Smooth Honey Waxing Strips 1pk.jpg
Snake amp Ladder 1pc,KARACHI_OATS_amp_RAISINS_COOKIES_200G,Success,Snake amp Ladder 1pc.jpg
Sohna Mustard Oil 5 L,sohna-mustard-oil-5l,Success,Sohna Mustard Oil 5 L.jpg
Sohna Sarson ka Saag 850 g,SOHNA_SARSON_SAAG_850G,Success,Sohna Sarson ka Saag 850 g.jpg
Spark Bids Mala Type2,SPARK_FRYUMS_PIPE_LONG_YELLOW_200G,Success,Spark Bids Mala Type2.jpg
Spark Black Salt (Sanchar Powder)200gm,BR_TURMERIC_POWDER_250G,Success,Spark Black Salt (Sanchar Powder)200gm.jpg
Spark Brass Pooja Bell 112,brass-bell-small-heavy-1666086842_thumb,Failed - No matching file found,None
Spark Chunari No. 105 1pc,RM_NO_ONION_NO_GARLIC_MUTTER_PANEER_50G,Success,Spark Chunari No. 105 1pc.jpg
Spark Chunari No. 302 1pc,RM_NO_ONION_NO_GARLIC_MUTTER_PANEER_50G,Success,Spark Chunari No. 302 1pc.jpg
Spark Cumin Seeds 500g,bolsts-mild-curry-powder-500g-1697441407_thumb,Failed - No matching file found,None
Spark Diwali Clay Diya no.2 6pcs,buy-2-get-1-free,Success,Spark Diwali Clay Diya no.2 6pcs.png
Spark Diwali Clay DiyaNo.78 Box Packing,SPARK_DHANA_DAL_200G,Success,Spark Diwali Clay DiyaNo.78 Box Packing.jpg
Spark Door Tanging Toran Type 23 1pc,SPARK_DHANA_DAL_200G,Success,Spark Door Tanging Toran Type 23 1pc.jpg
SPARK FRYUMS BHINDI 400G,SPARK_FRYUMS_BHINDI_200G2,Success,SPARK FRYUMS BHINDI 400G.jpg
Spark Fryums Mix Bhel 200g,spark-fryums-mix-bhel-200g-1708576482,Success,Spark Fryums Mix Bhel 200g.jpg
SPARK FRYUMS MIX BHEL 400G,spark-fryums-mix-bhel-400g-1708576527,Success,SPARK FRYUMS MIX BHEL 400G.jpg
Spark Fryums Pipe XL 200g,SPARK_FRYUMS_PIPE_LONG_YELLOW_200G,Success,Spark Fryums Pipe XL 200g.jpg
Spark Fryums Square 200g,KARACHI_OATS_amp_RAISINS_COOKIES_200G,Success,Spark Fryums Square 200g.jpg
SPARK FRYUMS STAR 400G,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,Failed - No matching file found,None
Spark Garland Multi Colour 1pc,magsafe-case-for-iphone-15-pro-max-black-colour,Success,Spark Garland Multi Colour 1pc.jpg
Spark Garland Multi Colour Big Pack,garnier-colour-shampoo,Success,Spark Garland Multi Colour Big Pack.jpg
Spark Ginger Powder 100g,SHAN_GINGER_POWDER_100G,Success,Spark Ginger Powder 100g.png
Spark Makai(Corn) Poha 200g,cavos-chicken-corn-roll-halal-5pk-1kg_thumb,Failed - No matching file found,None
Spark Moli Type 2,verka-ghee-2-ltr-1629366753,Success,Spark Moli Type 2.png
Spark Multi Garland,SPARK_FRYUMS_PIPE_LONG_YELLOW_200G,Success,Spark Multi Garland.jpg
Spark Pani Puri Chips 500g,mangal-pani-puri-masala-1660373043_thumb,Failed - No matching file found,None
Spark PaniPuri 200g,KARACHI_OATS_amp_RAISINS_COOKIES_200G,Success,Spark PaniPuri 200g.jpg
Spark Phool Makhana 100g,PARSRAM_PHOOL_MAKHANA_100G,Success,Spark Phool Makhana 100g.png
Spark Phool Makhana 200g,selco-phool-makhana-200gm-1666170870_thumb,Failed - No matching file found,None
Spark Plain Asan Velvet Red Gold 1pc,close-up-red-toothpaste,Success,Spark Plain Asan Velvet Red Gold 1pc.png
spark plain cotton wicks L01,modern-kitchen-banana-chips-plain-1666416390,Success,spark plain cotton wicks L01.jpg
Spark Plain Red Velvet Assan 505,red-potato,Success,Spark Plain Red Velvet Assan 505.jpg
Spark Pooja Cotton Red 1mtr,red-ruby-onion-vadam-100g-1703651825_thumb,Failed - No matching file found,None
Spark Pooja Kumkum Powder 100g,bolsts-mild-curry-powder-500g-1697441407_thumb,Failed - No matching file found,None
Spark Potato Jali Wafer 200g,cherish-vanilla-cream-wafer-85g-1687422987,Success,Spark Potato Jali Wafer 200g.jpg
Spark Puffed Rice Basmati Mamara 500g,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Spark Punjabi Wadi 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,Failed - No matching file found,None
Spark Rangoli Colour Blue 200g,magsafe-case-for-iphone-15-pro-max-black-colour,Success,Spark Rangoli Colour Blue 200g.jpg
Spark Rangoli Colour Magenta 200g,magsafe-case-for-iphone-15-plus-far-peak-blue-colour,Success,Spark Rangoli Colour Magenta 200g.jpg
Spark Rangoli Colour Red 200g,red-potato,Success,Spark Rangoli Colour Red 200g.jpg
Spark Rangoli Stencil 1,lemon-1_thumb,Failed - No matching file found,None
Spark Rangoli Stencil 2,swan-2-ply-toilet-roll-1659358245_thumb,Failed - No matching file found,None
Spark Rangoli Stencil 5,taj-everyday-basmati-rice-5-kg-1666070700_thumb,Failed - No matching file found,None
Spark Roasted Gram Chatpata 200g,bru-original-200g,Success,Spark Roasted Gram Chatpata 200g.png
Spark Roasted Gram Split 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,Failed - No matching file found,None
Spark Rock Sugar 200g,himalayan-pink-salt-rock-180gm-1659334568_thumb,Failed - No matching file found,None
Spark Rock Sugar 500g,bolsts-mild-curry-powder-500g-1697441407_thumb,Failed - No matching file found,None
Spark Sabudana Papad Plain 200g,bru-original-200g,Success,Spark Sabudana Papad Plain 200g.png
Spark Supari Whole 11pcs,pattu-cloves-whole-50-g-1686029858_thumb,Failed - No matching file found,None
Spark T Light Candle Holder No. 31,saurbhi-red-kidney-beans-light-1kg-1660218265_thumb,Failed - No matching file found,None
Spark Whole Coconut Dry 1 pc,lemon-1_thumb,Failed - No matching file found,None
Spark Wooden Chowki No.5,taj-everyday-basmati-rice-5-kg-1666070700_thumb,Failed - No matching file found,None
Sparkles 42cm 10pcs,sparklers-42-cm-10pcs,Success,Sparkles 42cm 10pcs.jpg
Sparkles 70cm 6pcs,sparklers-70cm-6-pcs,Success,Sparkles 70cm 6pcs.jpg
Sparkles 90cm 4pcs,sparklers-90cm-4pcs,Success,Sparkles 90cm 4pcs.jpg
Spring Water 600ml,community-go-spring-water-600ml_thumb,Failed - No matching file found,None
Sprite Lemonade 1.25l,lemon-1_thumb,Failed - No matching file found,None
SS Atta Strainer 1pc Set,saurbhi-chakki-atta-10lbs-1666342737,Success,SS Atta Strainer 1pc Set.jpg
SS Bowl 6,ss-bowl-5,Success,SS Bowl 6.jpg
SS Deepladdle no.4,futura-ss-dfp-25-ltr-1658987446,Success,SS Deepladdle no.4.png
SS Desert Spoon 1pc,futura-ss-dfp-25-ltr-1658987446,Success,SS Desert Spoon 1pc.png
SS Glass Lassi Big 1pc,sharma-mango-lassi-350-ml-1659008999,Success,SS Glass Lassi Big 1pc.jpg
SS Glassi Kids No. 3,cycle-3-in-one-small-agarbati-1666538414_thumb,Failed - No matching file found,None
SS jhara No. 5,ss-jhara-no-5-1693374579_thumb,Failed - No matching file found,None
SS Plate 9,ss-plate-12,Success,SS Plate 9.jpg
Star Badusha,star-kara-sev-250g-1706864619,Success,Star Badusha.jpg
Star Boondi Laddu 4 pc,mixed-boondi-ladoo-1629394590_thumb,Failed - No matching file found,None
Star Boondi Ladoo 6pcs,mixed-boondi-ladoo-1629394590_thumb,Failed - No matching file found,None
STAR BOONDI LOOSE,jalebi-loose-1666152678_thumb,Failed - No matching file found,None
Star Chennai Mixture 250g,star-chennai-mixture-250g-1704422761,Success,Star Chennai Mixture 250g.jpg
Star Idli Podi,NIRAPARA_PUTTU_PODI_1KG,Success,Star Idli Podi.jpg
Star Masala Cashew 200g,mangal-pani-puri-masala-1660373043_thumb,Failed - No matching file found,None
Star Mini Jangri Imarti,star-idli-dosa-batter-2l-1706928656,Success,Star Mini Jangri Imarti.jpg
Star Sweet Boondi 200g,KARACHI_OATS_amp_RAISINS_COOKIES_200G,Success,Star Sweet Boondi 200g.jpg
Steel Glass Hammer 1pc,stainless-steel-tongue-cleaner-1694164978,Success,Steel Glass Hammer 1pc.jpg
Steel Lota no.10,stainless-steel-tongue-cleaner-1694164978,Success,Steel Lota no.10.jpg
Steel Lota no.8,steel-lota-no-8-1666617448,Success,Steel Lota no.8.jpg
Steel Plate 3 in 1 Thali 1pc,steel-plate-9,Success,Steel Plate 3 in 1 Thali 1pc.jpg
Steel Plate 5 in 1 Thali 1pc,steel-plate-9,Success,Steel Plate 5 in 1 Thali 1pc.jpg
Stone Incense Holder 1pc,thurga-sri-saibaba-incense-sticks-120s_thumb,Failed - No matching file found,None
Strepsils Honey /Orange,patanjali-honey-500ml-1704965509_thumb,Failed - No matching file found,None
Strepsils Lozenges Orange 6 pc,elephant-house-orange-barley400ml-1717748786_thumb,Failed - No matching file found,None
Sualin 4 pc,tea-strainer-no-4_thumb,Success,Sualin 4 pc.jpeg
Sunfeast Dark Fantasy Choco Fills 300g,sunfeast-dark-fantasy-choco-fills-luxuria-150g,Success,Sunfeast Dark Fantasy Choco Fills 300g.jpg
Supreme Dulhan Arbi Mehndi 500g,supreme-dulhan-arbi-mehndi-500g-1693376483,Success,Supreme Dulhan Arbi Mehndi 500g.jpg
Supreme Dulhan Heena 500g,bolsts-mild-curry-powder-500g-1697441407_thumb,Failed - No matching file found,None
Supreme Herbal Heena Dark Brown150 g,magsafe-case-for-iphone-15-pro-max-dark-green-colour_thumb,Failed - No matching file found,None
Supreme Herbal Natural Black 150g,magsafe-case-for-iphone-15-pro-max-black-colour_thumb,Failed - No matching file found,None
Supreme Wine Red Henna 150g,latas-kitchen-aam-papad-green-150g-1695277785,Success,Supreme Wine Red Henna 150g.jpg
Surf Excel Quick Wash Detergent 1kg,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Surgical Masks 10pcs,fancy-diya-gift-pack-big-round-10pcs,Success,Surgical Masks 10pcs.jpg
Swaadh Home Style Roti 10 pack,katoomba-wholemeal-roti-paratha-30pcs-1687417146,Success,Swaadh Home Style Roti 10 pack.jpg
Swaha Akhand Jot White,cas-pdn-30kg-scale-white-1693983025,Success,Swaha Akhand Jot White.jpg
Swaha Pure Cow Ghee Diya,grb-ghee-mysore-pak-250gm-1639740799,Success,Swaha Pure Cow Ghee Diya.jpg
Swaha Pure Haldi,vlcc-haldi-and-tulsi-facewash-100-ml,Success,Swaha Pure Haldi.jpg
Swaha Red Kumkum,araliya-red-rice-5kg-1706741654,Success,Swaha Red Kumkum.jpg
Swaha vegan easy diya,fancy-diya-gift-pack-big-round-10pcs,Success,Swaha vegan easy diya.jpg
Swan Napkins 1 pk,swan-napkins-1-pk-1693373182_thumb,Failed - No matching file found,None
SWARNA CHAKKI FRESH ATTA 10KG,india-gate-basmati-rice-classic-10kg-1628506056,Success,SWARNA CHAKKI FRESH ATTA 10KG.png
Swosh Cotton Balls 100pcs,balls,Success,Swosh Cotton Balls 100pcs.jpg
Swosh Liquid Handwash 500 ml,patanjali-aloe-vera-gel-150-ml-1687408232_thumb,Failed - No matching file found,None
TAJMAHAL TEA 1KG,tata-tea-premium-1kg-1704842274_thumb,Failed - No matching file found,None
Tambola Game,m-m,Success,Tambola Game.jpg
Tang Lemon 500g,bolsts-mild-curry-powder-500g-1697441407_thumb,Failed - No matching file found,None
TANG MANGO 500G,alphonso-mango-200gm-1659336443,Success,TANG MANGO 500G.jpg
Tang Orange 500g,bolsts-mild-curry-powder-500g-1697441407_thumb,Failed - No matching file found,None
Tango Orange 750g,tang-orange-750g-1639398947_thumb,Failed - No matching file found,None
Tanjavur Ponni Boiled Rice 5kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,Tanjavur Ponni Boiled Rice 5kg.png
Tara Copper Lota small,cycle-3-in-one-small-agarbati-1666538414_thumb,Failed - No matching file found,None
Tata Rock Salt 1kg,tata-tea-premium-1kg-1704842274_thumb,Failed - No matching file found,None
Tata Salt Rock Salt 500,tata-tea-premium-1kg-1704842274_thumb,Failed - No matching file found,None
Tata Tea Gold 1kg,tata-tea-gold-1kg-1666159141,Success,Tata Tea Gold 1kg.jpg
Tata Tea Gold 900g,tata-tea-gold-500gm,Success,Tata Tea Gold 900g.png
Tata Tea Premium 1kg,tata-tea-premium-1kg,Success,Tata Tea Premium 1kg.png
Tata Tea Premium 900g,tata-tea-premium-450gm,Success,Tata Tea Premium 900g.png
Telefone Sat Isabgol 100g,telefone-sat-isabgol-100g-1695028909,Success,Telefone Sat Isabgol 100g.jpg
Telugu Baaru Chekkalu 300g,cherabs-coconut-cookies-300g-1693301159,Success,Telugu Baaru Chekkalu 300g.png
Telugu Ginger Garlic Paste 1kg,TELUGU_GINGER_GARLIC_PASTE_300G,Success,Telugu Ginger Garlic Paste 1kg.jpg
Telugu Ginger Murukku 170gm,taj-frozen-crushed-ginger-cubes-400-gm-1666070938_thumb,Failed - No matching file found,None
Telugu Gongura Paste 300g,telugu-gongura-paste-300g-1697001986,Success,Telugu Gongura Paste 300g.jpg
Telugu Gongura Pickle 300 gm,telugu-gongura-pickle-300g,Success,Telugu Gongura Pickle 300 gm.png
Telugu Gongura Red Chilli with Garlic,garlic,Success,Telugu Gongura Red Chilli with Garlic.png
Telugu Gutt Vankya 300g,cherabs-coconut-cookies-300g-1693301159,Success,Telugu Gutt Vankya 300g.png
Telugu Idli Karam Podi 100g,TELUGU_IDLI_KARAM_PODI_100G1,Success,Telugu Idli Karam Podi 100g.jpg
Telugu Idli Rice 10 kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,Telugu Idli Rice 10 kg.png
Telugu Idli Rice 5kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,Telugu Idli Rice 5kg.png
TELUGU IDLY RAVA 1.814 KG,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
TELUGU IDLY RICE 10KG,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,TELUGU IDLY RICE 10KG.png
Telugu Jaggary Ball 1kg,tata-tea-premium-1kg-1704842274_thumb,Failed - No matching file found,None
Telugu Jaggery Cubes 1kg,tata-tea-premium-1kg-1704842274_thumb,Failed - No matching file found,None
Telugu Jaggery Powder 1kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,Telugu Jaggery Powder 1kg.png
Telugu Karachi Chai Biscuits 400g,britannia-tiger-orange-biscuits-75g-1704431797_thumb,Failed - No matching file found,None
Telugu Karachi Fruit Biscuits,karachi-tandoori-naan-20-pcs-1684822116_thumb,Failed - No matching file found,None
Telugu Karachi Osmania Biscuits 400g,karachi-osmaniya-biscuits-400g,Success,Telugu Karachi Osmania Biscuits 400g.jpg
Telugu Karachi Zeera Biscuits 400g,britannia-tiger-orange-biscuits-75g-1704431797_thumb,Failed - No matching file found,None
Telugu Madras Mixture 170g,TELUGU_MADRAS_MIXTURE_170G,Success,Telugu Madras Mixture 170g.jpg
Telugu Masala Peanuts 150g,masala-peanut,Success,Telugu Masala Peanuts 150g.jpg
Telugu Onion Murukku 170 gm,red-ruby-onion-vadam-100g-1703651825_thumb,Failed - No matching file found,None
Telugu Onion Samosa 300g,telugu-onion-samosa-300g-1695005658,Success,Telugu Onion Samosa 300g.jpg
Telugu Pav Bhaji Masala 50g,miracle-m-manchurian-chings-50g-1629402021,Success,Telugu Pav Bhaji Masala 50g.png
Telugu Roasted Dalia Splits 1kg,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Telugu Roasted Wheat Rava Fine 1kg,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
TELUGU SONA MASOORI RICE 9.08 KG,telugu-sona-masoori-rice-10-kg-1709864041_thumb,Failed - No matching file found,None
Telugu Spicy Sakinallu 110g,spicy-vibes-black-eye-beans-5kg-1660297868_thumb,Failed - No matching file found,None
Telugu Swetha Sesame Oil 500ml,nippys-iced-chocolate-flavour-milk-500ml_thumb,Failed - No matching file found,None
Telugu Tamarind 500g,sabrini-date-tamarind-dip-390g-1693303128,Success,Telugu Tamarind 500g.png
Telugu Tender Leaves Lentil Curry,ready-to-eat-chicken-curry-mix-80gm-1659352263_thumb,Failed - No matching file found,None
Telugu Thati Munjalu 300 gm,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,Failed - No matching file found,None
Telugu Tomato Pickle 300 G,TELUGU_MANGO_PICKLE_300G,Success,Telugu Tomato Pickle 300 G.jpg
Telugu Upma Rava 1816g,haldiram-instant-mix-upma-500-gm-1661153040,Success,Telugu Upma Rava 1816g.jpg
Telugu Wheat Rava Coarse 1kg,telugu-wheat-rava-coarse-1kg-1695028960,Success,Telugu Wheat Rava Coarse 1kg.png
Telugu Wheat Rava Fine 1kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,Telugu Wheat Rava Fine 1kg.png
Tez Mustard Oil 2l,tez-mustard-oil-2-l,Success,Tez Mustard Oil 2l.png
Tez Mustard Oil 5 Liter,tez-mustard-oil-473-ltr,Success,Tez Mustard Oil 5 Liter.png
Tez mustard oil 950 ml,tez-mustard-oil-2-l,Success,Tez mustard oil 950 ml.png
TEZ ORGANIC MUSTARD OIL,tez-mustard-oil-1l,Success,TEZ ORGANIC MUSTARD OIL.png
Thulasi Bitter Guard Vathal 100g,MS_SAMBAR_MASALA_100G,Success,Thulasi Bitter Guard Vathal 100g.jpg
Thulasi Exim Finger Millet / Ragi 1Kg,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Thulasi Exim Pearl/Bajra Millet 1kg,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Thulasi Exim Ragi Flour 1Kg,ms-ragi-flour-1kg,Success,Thulasi Exim Ragi Flour 1Kg.png
Thulasi Exim Short Roasted Vermicelli 40,BAMBINO_VERMICELLI_875G,Success,Thulasi Exim Short Roasted Vermicelli 40.jpg
